00108	74	67	73	95
00109	72	40	51	94
00110	84	63	74	70
00111	30	33	100	55
00112	71	35	75	40
00113	35	63	69	83
00114	43	81	40	35
00115	94	71	43	30
00116	32	32	71	52
00117	99	50	85	66
00118	36	55	67	60
00119	82	73	91	61
00120	91	94	62	100
00121	48	35	95	48
00122	93	62	97	50
00123	34	69	99	58
00124	73	79	90	33
00125	34	81	30	99
00126	72	65	81	37
00127	84	61	60	51
00128	91	60	71	64
00129	81	91	30	35
00130	87	32	59	88
00131	98	89	99	75
00132	62	75	88	100
00133	92	95	96	71
00134	97	97	74	59
00135	34	70	92	96
00136	69	86	99	90
00137	99	55	49	70
00138	61	48	83	35
00139	36	87	79	72
00140	72	92	65	40
00141	59	51	38	32
00142	60	67	50	70
00143	67	99	62	47
00144	69	93	67	95
00145	95	78	92	93
00146	96	86	49	67
00147	60	65	80	52
00148	61	88	32	69
00149	49	31	66	41
00150	85	99	44	100
00151	90	35	54	91
00152	88	43	56	44
00153	71	46	77	95
00154	37	67	69	50
00155	39	64	60	50
00156	70	64	46	84
00157	93	96	46	68
00158	90	70	93	37
00159	91	57	32	43
00160	88	48	63	48
00161	36	65	46	77
00162	33	68	72	87
00163	33	47	60	64
00164	100	60	80	79
00165	44	69	78	45
00166	74	61	86	59
00167	73	65	94	86
00168	66	71	53	69
00169	48	69	36	44
00170	78	90	95	67
00171	42	46	46	62
00172	69	42	98	94
00173	86	32	55	73
00174	43	72	59	69
00175	75	94	33	39
00176	66	77	100	74
00177	82	93	74	61
00178	73	91	98	67
00179	36	60	46	44
00180	99	72	96	89
00181	73	42	89	86
00182	31	63	92	100
00183	57	62	95	81
00184	85	63	50	99
00185	99	97	100	33
00186	87	71	81	87
00187	80	59	62	42
00188	67	51	74	63
00189	80	70	33	78
00190	66	75	65	69
00191	58	91	65	36
00192	85	69	56	63
00193	96	80	33	50
00194	81	73	84	87
00195	38	78	63	95
00196	57	48	38	99
00197	66	84	60	91
00198	53	66	99	100
00199	80	59	96	75
00200	64	56	83	51
00201	72	84	52	89
00202	56	94	67	67
00203	84	76	84	92
00204	34	61	52	74
00205	73	78	41	47
00206	96	42	71	36
00207	82	51	66	32
00208	32	31	53	55
00209	36	67	96	71
00210	52	56	70	66
00211	41	96	84	36
00212	96	57	88	36
00213	60	92	71	96
00214	80	68	64	59
00215	32	97	57	70
00216	83	88	79	79
00217	49	71	81	74
00218	64	42	54	87
00219	87	94	33	34
00220	64	73	66	84
00221	35	85	50	88
00222	84	44	42	69
00223	34	49	35	58
00224	46	94	88	84
00225	83	95	50	97
00226	58	77	97	49
00227	44	39	65	84
00228	55	69	64	43
00229	94	100	82	30
00230	68	70	37	100
00231	88	95	98	65
00232	61	80	75	68
00233	100	99	39	59
00234	73	99	44	66
00235	91	71	49	81
00236	32	86	82	55
00237	30	93	58	93
00238	72	46	83	36
00239	89	83	36	54
00240	30	87	84	73
00241	97	82	78	45
00242	67	59	82	34
00243	83	52	49	59
00244	93	82	80	89
00245	50	66	94	65
00246	97	73	76	99
00247	38	92	100	100
00248	80	39	71	99
00249	73	86	63	84
00250	46	45	34	87
00251	95	51	67	57
00252	61	58	58	32
00253	94	30	36	98
00254	30	48	90	69
00255	73	80	69	50
00256	44	44	80	32
00257	37	69	36	34
00258	76	82	36	49
00259	86	67	67	73
00260	53	95	97	99
00261	45	40	64	70
00262	49	41	83	99
00263	95	51	60	95
00264	99	65	67	88
00265	50	73	56	68
00266	52	63	92	34
00267	98	34	88	71
00268	30	37	74	73
00269	88	67	44	31
00270	90	87	56	68
00271	97	43	71	46
00272	58	71	76	93
00273	84	97	60	91
00274	48	64	55	66
00275	90	85	89	51
00276	90	35	39	68
00277	74	81	75	75
00278	40	43	51	99
00279	78	87	30	90
00280	42	98	32	43
00281	60	60	86	94
00282	99	86	78	49
00283	61	83	36	49
00284	100	83	90	83
00285	81	41	53	35
00286	78	89	61	36
00287	80	75	72	42
00288	42	63	72	83
00289	98	84	53	76
00290	93	50	81	86
00291	94	61	69	63
00292	89	44	88	78
00293	68	51	87	44
00294	62	44	95	58
00295	31	84	62	85
00296	56	52	59	67
00297	74	88	42	43
00298	67	36	63	34
00299	65	60	90	60
00300	98	96	66	93
00301	41	82	31	72
00302	67	91	35	68
00303	32	72	39	38
00304	95	56	35	73
00305	38	71	83	30
00306	61	69	66	65
00307	97	44	53	43
00308	87	92	64	88
00309	61	96	98	84
00310	91	46	30	99
00311	85	45	63	44
00312	40	82	96	98
00313	50	75	68	63
00314	41	91	90	86
00315	68	78	71	75
00316	97	67	82	62
00317	36	52	39	77
00318	96	94	74	36
00319	87	37	74	35
00320	73	88	32	62
00321	85	59	40	86
00322	37	53	93	86
00323	60	57	72	93
00324	86	63	45	58
00325	56	32	69	89
00326	80	85	67	99
00327	36	78	64	40
00328	54	74	92	50
00329	61	62	59	88
00330	85	39	76	65
00331	39	56	93	91
00332	95	80	58	72
00333	62	97	48	82
00334	48	96	80	68
00335	38	67	75	31
00336	92	80	60	54
00337	98	49	64	70
00338	79	74	79	65
00339	64	74	93	68
00340	48	76	97	35
00341	51	70	80	94
00342	36	87	73	98
00343	93	76	34	36
00344	38	34	88	77
00345	75	90	90	39
00346	93	95	62	86
00347	41	39	40	65
00348	55	54	74	46
00349	96	33	96	49
00350	72	99	49	68
00351	95	64	76	57
00352	70	39	97	82
00353	38	40	56	96
00354	87	97	65	85
00355	67	92	40	83
00356	83	89	72	77
00357	83	43	91	59
00358	57	90	44	98
00359	76	39	35	32
00360	52	99	84	67
00361	51	77	45	58
00362	31	77	51	65
00363	44	90	95	80
00364	92	33	91	54
00365	90	71	66	92
00366	61	60	92	35
00367	78	61	42	92
00368	89	65	93	72
00369	85	30	87	45
00370	56	79	91	65
00371	71	68	56	98
00372	46	30	51	87
00373	76	85	62	32
00374	86	92	85	58
00375	100	70	68	59
00376	36	92	80	57
00377	62	64	72	83
00378	70	100	40	85
00379	47	67	76	95
00380	52	77	35	62
00381	83	79	78	97
00382	90	62	58	67
00383	61	59	78	86
00384	67	98	89	31
00385	99	51	43	65
00386	33	60	42	48
00387	41	49	76	72
00388	80	39	64	97
00389	69	93	73	68
00390	74	94	92	98
00391	83	67	69	55
00392	87	47	42	87
00393	75	92	32	67
00394	79	82	30	65
00395	49	85	97	70
00396	89	90	83	72
00397	42	86	89	61
00398	78	33	64	67
00399	85	97	79	81
00400	87	52	85	92
00401	39	41	69	90
00402	73	47	32	33
00403	43	32	98	87
00404	43	86	81	66
00405	63	100	84	73
00406	62	97	98	98
00407	35	65	37	51
00408	65	76	39	77
00409	51	44	95	54
00410	50	33	87	85
00411	91	31	43	85
00412	50	61	99	82
00413	37	94	100	34
00414	35	35	70	67
00415	36	94	81	76
00416	65	82	45	82
00417	86	32	30	74
00418	82	65	52	48
00419	46	81	43	62
00420	77	98	97	76
00421	57	67	96	78
00422	53	99	63	57
00423	91	31	38	47
00424	84	68	68	34
00425	62	34	86	77
00426	56	87	72	33
00427	94	79	99	100
00428	87	74	41	92
00429	63	60	71	70
00430	96	37	42	67
00431	93	53	46	70
00432	84	74	42	38
00433	100	52	91	59
00434	52	50	75	64
00435	49	98	59	77
00436	41	70	73	49
00437	52	40	66	47
00438	44	61	37	97
00439	40	100	72	43
00440	62	30	64	97
00441	76	55	77	61
00442	64	36	99	48
00443	98	97	80	74
00444	85	49	91	61
00445	98	68	82	75
00446	84	39	83	35
00447	41	89	83	65
00448	62	35	39	61
00449	39	77	82	84
00450	99	70	61	85
00451	89	75	81	53
00452	74	83	51	57
00453	84	82	78	88
00454	68	32	76	57
00455	98	98	73	39
00456	81	93	60	86
00457	52	45	68	87
00458	73	92	85	33
00459	61	74	61	51
00460	84	58	67	38
00461	91	41	93	80
00462	73	40	89	66
00463	100	86	84	60
00464	81	100	69	91
00465	87	64	73	69
00466	67	93	88	64
00467	93	54	61	66
00468	73	56	65	66
00469	78	51	89	93
00470	98	34	82	97
00471	81	55	74	35
00472	60	86	97	42
00473	63	36	99	38
00474	46	74	70	84
00475	64	92	46	64
00476	82	71	83	45
00477	85	83	64	48
00478	61	77	95	66
00479	83	83	85	96
00480	100	92	65	45
00481	60	93	64	55
00482	42	75	74	84
00483	97	70	47	46
00484	71	35	81	76
00485	71	97	100	98
00486	86	36	50	97
00487	64	92	41	31
00488	79	43	93	66
00489	77	56	90	97
00490	91	57	57	64
00491	68	36	63	44
00492	45	83	100	91
00493	43	52	75	52
00494	52	79	60	66
00495	66	45	49	90
00496	78	47	61	71
00497	40	80	96	44
00498	85	98	100	64
00499	60	88	63	97
00500	70	79	58	86
00501	64	32	71	31
00502	40	37	94	57
00503	89	89	77	58
00504	98	70	51	56
00505	53	47	81	81
00506	99	78	47	84
00507	72	86	85	94
00508	79	96	41	60
00509	38	98	87	95
00510	79	82	35	66
00511	90	78	50	85
00512	57	76	98	60
00513	88	67	87	63
00514	94	44	86	84
00515	63	64	85	38
00516	36	92	73	96
00517	58	71	82	67
00518	32	73	59	97
00519	39	87	78	54
00520	76	62	48	86
00521	64	37	72	66
00522	35	30	36	63
00523	75	63	34	36
00524	43	68	92	70
00525	65	33	98	100
00526	67	84	73	34
00527	40	75	88	80
00528	41	68	93	52
00529	61	95	78	89
00530	31	62	39	32
00531	67	82	66	86
00532	67	64	90	65
00533	54	43	93	72
00534	92	75	66	57
00535	96	47	79	50
00536	95	56	45	75
00537	78	98	63	53
00538	76	83	95	84
00539	79	81	49	83
00540	76	45	67	80
00541	99	72	68	64
00542	96	86	79	66
00543	98	39	90	74
00544	55	30	51	80
00545	41	82	69	39
00546	37	48	58	47
00547	71	59	50	30
00548	34	76	34	41
00549	86	86	64	77
00550	80	77	72	96
00551	44	81	44	46
00552	73	87	77	33
00553	92	85	95	76
00554	85	65	81	63
00555	46	58	67	58
00556	41	54	47	91
00557	93	80	80	37
00558	84	89	48	65
00559	45	70	52	69
00560	39	94	49	37
00561	89	69	100	99
00562	79	66	48	32
00563	74	77	68	76
00564	64	51	82	48
00565	79	94	75	46
00566	68	80	43	96
00567	62	79	81	42
00568	92	79	73	96
00569	33	72	86	60
00570	54	88	67	47
00571	49	41	89	73
00572	74	65	100	30
00573	49	87	91	74
00574	39	91	92	34
00575	64	67	53	64
00576	53	86	81	60
00577	61	97	91	83
00578	88	89	70	83
00579	78	94	90	52
00580	32	30	98	95
00581	73	60	86	50
00582	57	82	84	56
00583	87	41	82	71
00584	70	38	69	85
00585	79	100	77	49
00586	31	70	94	32
00587	52	93	37	50
00588	39	77	76	37
00589	44	95	61	79
00590	61	94	58	65
00591	88	33	93	100
00592	37	43	77	90
00593	41	84	82	68
00594	57	38	97	63
00595	46	71	70	65
00596	61	73	40	64
00597	34	68	98	92
00598	49	85	52	96
00599	70	73	83	66
00600	51	64	65	41
00601	93	87	67	37
00602	70	54	79	47
00603	55	70	53	62
00604	71	90	54	80
00605	73	61	73	84
00606	90	56	63	34
00607	38	31	94	94
00608	51	70	73	44
00609	89	71	73	54
00610	64	94	83	83
00611	48	89	53	45
00612	60	86	90	75
00613	30	75	68	97
00614	74	87	97	56
00615	94	70	48	61
00616	35	97	61	64
00617	34	74	99	95
00618	79	75	65	62
00619	97	88	72	43
00620	69	62	68	90
00621	66	69	84	51
00622	79	58	69	65
00623	96	100	95	89
00624	66	62	69	69
00625	62	99	64	77
00626	73	42	68	62
00627	51	34	72	95
00628	99	99	34	85
00629	94	83	80	61
00630	63	89	62	96
00631	42	35	86	97
00632	49	51	58	95
00633	79	62	90	80
00634	50	57	53	83
00635	60	33	93	93
00636	68	40	84	100
00637	60	42	96	94
00638	67	30	41	65
00639	44	97	56	84
00640	85	56	65	100
00641	42	86	96	62
00642	46	99	95	83
00643	54	84	94	37
00644	98	70	82	55
00645	87	52	91	34
00646	92	53	36	95
00647	60	33	87	91
00648	33	81	55	48
00649	93	90	81	33
00650	97	80	43	62
00651	64	46	40	35
00652	66	50	60	69
00653	94	84	66	99
00654	56	32	82	33
00655	62	55	97	78
00656	63	88	31	51
00657	90	73	49	50
00658	91	81	81	62
00659	56	60	75	85
00660	57	47	99	33
00661	81	98	61	71
00662	45	55	75	56
00663	48	62	88	86
00664	47	73	90	74
00665	35	77	39	90
00666	64	62	32	82
00667	67	100	96	82
00668	33	100	76	79
00669	50	53	77	63
00670	85	65	88	64
00671	49	92	99	73
00672	83	80	58	79
00673	63	60	78	39
00674	100	63	35	82
00675	100	78	56	59
00676	95	56	40	40
00677	74	33	73	76
00678	36	57	81	95
00679	68	100	51	81
00680	31	34	86	64
00681	80	64	63	74
00682	40	48	90	62
00683	71	77	76	57
00684	64	71	54	51
00685	45	99	89	36
00686	73	67	94	33
00687	69	89	100	68
00688	61	39	94	69
00689	77	50	36	97
00690	35	86	54	31
00691	63	56	77	74
00692	54	67	91	84
00693	35	72	84	81
00694	98	58	50	55
00695	92	57	52	75
00696	80	99	82	55
00697	94	92	55	100
00698	82	66	76	82
00699	75	94	98	72
00700	31	84	68	59
00701	75	34	100	39
00702	61	69	60	64
00703	94	49	30	63
00704	80	64	90	59
00705	52	41	100	82
00706	42	35	44	46
00707	66	39	99	51
00708	92	80	66	94
00709	31	44	95	49
00710	86	60	93	95
00711	75	95	91	70
00712	99	91	78	84
00713	35	79	85	48
00714	91	51	62	61
00715	78	38	43	49
00716	61	97	85	68
00717	68	73	70	78
00718	91	72	34	64
00719	42	83	61	98
00720	99	97	86	89
00721	64	31	53	34
00722	85	90	65	31
00723	70	90	44	64
00724	52	93	47	63
00725	96	87	66	91
00726	74	63	59	95
00727	99	92	92	65
00728	77	47	74	40
00729	81	66	42	69
00730	59	71	88	46
00731	82	51	100	61
00732	59	36	30	78
00733	62	45	82	83
00734	44	74	72	33
00735	60	81	62	93
00736	77	51	82	78
00737	78	52	82	92
00738	94	39	92	82
00739	74	67	30	79
00740	89	64	99	73
00741	89	55	77	96
00742	32	65	65	55
00743	46	51	54	60
00744	97	75	37	63
00745	95	94	67	94
00746	35	94	74	31
00747	86	66	81	76
00748	99	45	77	89
00749	96	88	93	88
00750	67	77	78	64
00751	48	78	63	88
00752	96	81	78	36
00753	53	42	39	76
00754	31	95	77	61
00755	77	85	81	94
00756	88	42	75	47
00757	82	61	89	60
00758	53	68	71	94
00759	66	87	55	95
00760	75	67	34	94
00761	36	81	58	44
00762	76	76	60	46
00763	51	84	61	91
00764	97	94	93	99
00765	51	95	64	54
00766	96	79	48	32
00767	67	41	33	82
00768	74	74	40	99
00769	65	33	64	61
00770	71	77	63	81
00771	81	31	62	68
00772	86	52	53	54
00773	76	68	100	33
00774	80	70	43	55
00775	52	84	96	90
00776	94	59	62	47
00777	82	68	90	32
00778	85	99	49	61
00779	54	60	47	66
00780	96	65	36	68
00781	47	62	75	98
00782	85	81	91	63
00783	53	73	65	77
00784	93	34	38	88
00785	79	53	56	49
00786	79	59	90	61
00787	85	44	47	84
00788	85	61	67	32
00789	37	76	70	37
00790	69	72	84	94
00791	73	81	97	85
00792	72	93	99	73
00793	96	56	45	89
00794	55	45	39	81
00795	57	43	64	81
00796	94	78	85	43
00797	76	69	86	62
00798	73	47	57	63
00799	75	70	67	72
00800	71	99	35	78
00801	54	44	87	71
00802	50	82	76	81
00803	89	97	64	99
00804	83	74	47	73
00805	32	83	82	74
00806	98	75	52	94
00807	97	44	98	80
00808	91	85	95	62
00809	36	47	72	73
00810	62	63	59	60
00811	30	56	85	96
00812	54	90	61	50
00813	70	42	98	67
00814	31	49	62	32
00815	99	35	68	67
00816	90	91	62	67
00817	65	66	43	96
00818	97	33	31	60
00819	53	74	86	73
00820	82	87	100	83
00821	97	53	93	79
00822	49	77	96	54
00823	45	76	58	74
00824	69	42	91	54
00825	83	37	32	58
00826	71	49	85	81
00827	63	73	66	70
00828	92	31	77	98
00829	63	85	68	38
00830	91	51	69	63
00831	46	64	36	61
00832	36	47	99	58
00833	79	94	68	81
00834	65	87	50	45
00835	56	92	66	88
00836	45	99	75	93
00837	91	99	63	84
00838	41	44	61	93
00839	63	73	100	69
00840	88	69	87	83
00841	97	58	94	83
00842	44	67	71	60
00843	67	90	50	86
00844	52	41	94	67
00845	98	53	79	77
00846	79	53	41	32
00847	65	62	37	97
00848	50	75	95	88
00849	54	81	59	34
00850	40	69	40	30
00851	59	36	50	62
00852	79	38	53	62
00853	84	34	75	51
00854	63	46	35	93
00855	50	38	60	64
00856	66	61	47	72
00857	37	48	48	67
00858	88	90	97	80
00859	71	67	68	60
00860	89	87	37	77
00861	53	100	91	82
00862	67	93	81	62
00863	51	59	71	92
00864	34	68	91	77
00865	66	68	91	90
00866	82	92	60	45
00867	32	49	69	78
00868	43	47	67	39
00869	43	73	86	94
00870	92	48	74	93
00871	71	68	61	99
00872	85	55	44	31
00873	83	39	76	93
00874	97	39	83	30
00875	74	48	90	75
00876	50	100	86	87
00877	84	34	61	86
00878	97	96	50	62
00879	73	57	72	86
00880	48	30	87	35
00881	80	96	46	75
00882	91	73	86	60
00883	66	63	90	54
00884	76	96	84	46
00885	38	45	98	99
00886	81	50	80	93
00887	56	65	32	94
00888	63	87	41	92
00889	97	59	35	43
00890	33	95	69	45
00891	78	62	37	52
00892	86	72	61	97
00893	78	74	72	53
00894	48	98	94	31
00895	97	94	40	81
00896	32	93	47	97
00897	55	83	73	59
00898	100	56	72	80
00899	70	81	71	67
00900	41	68	59	53
00901	64	88	68	63
00902	36	89	86	54
00903	78	32	64	89
00904	46	79	71	82
00905	37	87	99	62
00906	74	42	96	59
00907	82	80	53	64
00908	48	84	43	35
00909	71	45	84	57
00910	73	60	100	62
00911	80	92	40	41
00912	46	85	44	87
00913	67	70	33	48
00914	36	78	99	100
00915	73	99	54	46
00916	73	80	76	61
00917	99	56	44	36
00918	58	92	93	93
00919	61	30	65	84
00920	30	38	67	38
00921	84	74	52	87
00922	82	100	46	80
00923	85	97	73	44
00924	83	57	94	42
00925	65	89	95	60
00926	62	62	34	31
00927	63	51	75	38
00928	59	42	75	42
00929	81	98	95	69
00930	77	30	85	80
00931	77	41	73	97
00932	72	93	92	71
00933	92	62	52	73
00934	86	94	58	92
00935	49	98	66	78
00936	44	63	63	61
00937	98	61	81	72
00938	91	82	35	100
00939	89	74	94	95
00940	81	36	70	87
00941	59	96	66	65
00942	91	65	71	62
00943	50	86	77	34
00944	79	69	71	66
00945	55	85	49	95
00946	85	83	70	100
00947	81	93	95	38
00948	70	33	36	81
00949	86	69	31	78
00950	75	96	64	92
00951	69	95	35	73
00952	58	96	100	92
00953	38	89	38	57
00954	59	64	55	79
00955	93	53	41	36
00956	80	81	49	97
00957	54	63	77	70
00958	79	67	78	61
00959	71	84	78	30
00960	98	61	67	97
00961	68	72	77	44
00962	55	65	57	79
00963	84	70	75	87
00964	69	43	84	92
00965	44	77	39	83
00966	63	99	70	92
00967	54	54	68	68
00968	42	51	96	81
00969	85	76	62	82
00970	68	87	80	100
00971	57	69	97	84
00972	79	94	62	66
00973	86	70	88	41
00974	35	69	84	31
00975	55	45	44	56
00976	76	55	63	49
00977	82	100	36	64
00978	62	50	47	100
00979	88	88	57	31
00980	35	90	30	30
00981	39	84	47	50
00982	54	60	42	53
00983	76	90	69	62
00984	56	80	53	71
00985	99	63	55	66
00986	77	36	65	79
00987	59	86	77	59
00988	42	66	78	76
00989	79	78	100	80
00990	97	38	90	61
00991	78	78	80	52
00992	95	87	100	76
00993	56	87	100	89
00994	71	70	36	44
00995	92	65	78	76
00996	66	62	76	38
00997	66	53	56	54
00998	45	63	83	92
00999	59	87	70	98
